issue,title,primary finding,validator comment,status,root cause (URL),size
validation-881,"There is no mechanism to withdraw funds from NukeFund contract, this causes the remaining funds on NukeFund to be locked",,Low QA,Unsatisfactory,,35
validation-846,mintWithBudget function doesn't work after maxTokensPerGen or more entities are in circulation,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,35
validation-692,Minting will halt after a total of 10k or more entities exist,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,35
validation-653,No contract functions can be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,35
validation-600,Wrong calculation of indices in initializeAlphaIndices() function,validation-651,Possibly 0 golden gods in a generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L206-L216,35
validation-597,Values mentioned in the Docs vary greatly from the current values.,validation-1039,Maturing slower than expected,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L147-L148,35
validation-491,Users can mint tokens in new generations by paying less fees strategically/gaming the protocol.,,Intended design,Unsatisfactory,,35
validation-482, Using `block.number` is bad source of randomness.,,Low QA on unneededly expensive VRF,Unsatisfactory,,35
validation-370,User funds can get stuck in the `EntityForging` contract,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,35
validation-82, when msg.sender is not used as from in transferFrom.,,AirDrop.sol os OOS,Unsatisfactory,,35
findings-50,Tax cut can be changed after listing,,Owner is trusted,Unsatisfactory,,35
validation-1370,Constructor Parameter Validation,,Low QA on sanity check,Unsatisfactory,,36
validation-1364,User can accidentally burn NFT,,Low QA on caller mistake,Unsatisfactory,,36
validation-1281,Alignation mismatch in NukeFactor   ,validation-170,Could round to 0 e.g. when entropy is 999999,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L152,36
validation-1222,Non-random bad performance assigned to certain set of tokens,validation-458,Could be intended for performanceFactor of 0 won’t age at all,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L126,36
validation-1216,Using `ERC721.transferFrom()` instead of `safeTransferFrom()` may result in the user's NFT being locked in a contract that does not support ERC721,,Analyzer: [L-12] Unsafe ERC20 operation(s),Unsatisfactory,,36
validation-980,Unintended Fund Locking in `EntityForging.sol` due to Unhandled Excess `msg.value`,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,36
validation-977,"More than 10,000 NFTs can be produced per generation.",validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,36
validation-968,Impossible execution of the `forgeWithListed` and `buyNFT` due to the `forgerOwner` or `listing.seller` advantage.,,Low QA frequently reported by bots in the past,Unsatisfactory,,36
validation-596,Wrong updation of lasttransferredtimestamp of an entity,,Intended design,Unsatisfactory,,36
validation-500,Sellers can sell nfts to buyers and burn/nuke the nfts after selling.,,Will be taken care of by _update(),Unsatisfactory,,36
validation-433,`nftContract` address cannot be updated in future,,Low QA on the immutable design,Unsatisfactory,,36
validation-432,`mintWithBudget` will only works for the first `maxTokensPerGen`,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,36
validation-314,"If a full generation is minted, the prev gen NFT will not be forgable",validation-1045,Forging limitation on old parent generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L332,36
validation-175,Forger can front-run the merger and increase it's forging fee,,Commonly known issue. User mistake considered low QA in this context (unlike #770),Unsatisfactory,,36
validation-154,`Golden God` Tokens can be minted twice per generation,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,36
validation-136,NukeFund::nuke() is vulnerable to MEV attack,findings-165,Missing slippage to protect against fron-running,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/NukeFund/NukeFund.sol#L153-L182,36
validation-85,Missing `pause/unpause` functionalities in contracts inheriting pausable,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,36
validation-83,The return value of an external transfer/transferFrom call is not checked,,AirDrop.sol os OOS,Unsatisfactory,,36
findings-42,Forger/Merger pair can be used for multiple forges,,Commonly known issue involving multiple controlled addresses,Unsatisfactory,,36
validation-1457,Duplicate Entropy in Pseudo-Random Value Generation (Low Probability but Potential Collisions),,Low QA on unneededly expensive VRF,Unsatisfactory,,37
validation-1186,`EntityForging.sol::forgeWithListed()` allows merger to call function with `msg.value` > Listing.fee but the excess amount is not refunded back to the caller(merger),validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,37
validation-1070,There a reentrancy in DevFund.claim(),,claim() is nonReentrant,Unsatisfactory,,37
validation-925,Calculation of forgePotential doesn't comply with the document,validation-295,Logic discrepancy cross contract,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L153,37
validation-862,The inherited pausable functionality will not work due to missing public/external callable functions to trigger the state change,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,37
validation-785,protocol won't be able to pause or unpaused some crucial functions when the time is right,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,37
validation-520,Wrong implementation of percentages could lead to wrong fee calculations,validation-539,Wrong algebra applied,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L41,37
validation-423,Owner can frontrun forging to sell worthless NFT,,Intended design,Unsatisfactory,,37
validation-345,forgingCounts can be bigger than forgePotential for a tokenid.,validation-1375,Trivial change to stem yearly leak,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L87-L90,37
validation-302,Entropy generation deviates from the whitepaper,,Low QA on doc mismatch,Unsatisfactory,,37
validation-224,Users can farm airdrop points,,Intended design,Unsatisfactory,,37
validation-217,god NFT is predictable and even controllable,,Low QA on unneededly expensive VRF,Unsatisfactory,,37
validation-182,Predictable Random Values Due to Use of Block Timestamps and Numbers,,Low QA on unneededly expensive VRF,Unsatisfactory,,37
findings-110,TraitForgeNft._incrementGeneration always fails because TraitForgeNft is not the owner of EntropyGenerator,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,37
findings-19,Handling fee can be charged at 100%,,Owner is trusted,Unsatisfactory,,37
validation-1479,EntropyGenerator.deriveTokenParameters() reports wrong forge potential,validation-295,Logic discrepancy cross contract,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L153,38
validation-1464,`pause/unpause` functionalities not implemented in many pausable contracts,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,38
validation-1444,Not reverting an empty transaction,,Working good as designed,Unsatisfactory,,38
validation-1362,Predictable Pseudo-Randomness (High),,Low QA on unneededly expensive VRF,Unsatisfactory,,38
validation-1283,Incorrect Access Control breaks minting and forging,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,38
validation-1251,Entities take much longer to mature than assumed,validation-1039,Maturing slower than expected,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L147-L148,38
validation-1250,Range Discrepancy for `performanceFactor`,validation-458,Could be intended for performanceFactor of 0 won’t age at all,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L126,38
validation-1209,Attacker can front run and can claim  the `Golden God`.,,Intended design for users to race grab,Unsatisfactory,,38
validation-1066,Incorrect calculating of mintPrice in mintToken() and mintWithBudget() function for the first mint from generation 2 to generation 10,validation-1379,The unlucky generation transition price,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L190,38
validation-997,The magic value of 999999 can clash with certain values of `entropySlot[]`,,Intended design. Insufficient proof alleging the flaw,Unsatisfactory,,38
validation-986,Multiple Nuke Exploitable Forging with Same Parent IDs,,Commonly known issue using different addresses controlled by the same user,Unsatisfactory,,38
validation-969,Locked funds within the `EntityForging.sol` contract due to the `forgeWithListed` function not handling the potential extra `msg.value` provided.,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,38
validation-941,State Modifying `getNextEntropy` Function Not Protected by `whenNotPaused`,,Intended design,Unsatisfactory,,38
validation-906,Incorrectly setting the whitelist time,,Low QA on admin input mistake,Unsatisfactory,,38
validation-659,Multiple contracts cannot be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,38
validation-613,fetchListings() will get progressively more gas inefficient and may result in UI complications.,validation-291,DOS indeed when array has grown to a large size,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L48-L53,38
validation-585,Number of generations can exceed the maxGeneration set by the admin.,validation-929,newGeneration <= maxGeneration could be in _incrementGeneration() too instead of being limited to forge(),Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L350,38
validation-498,Resetting forging count does not help the game as the presence of extremely powerful entities can cause game imbalance,,Intended design,Unsatisfactory,,38
validation-255,Some `Airdrop` methods are unreachable if `TraitForgeNft` is its owner,validation-1048,Inadequate control over AirDrop.sol ,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L297,38
validation-250,Wrong `onlyOwner` modifier on `EntropyGenerator.initializeAlphaIndices()` method,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,38
findings-190,"Contract is expected to be Pausable, however, it will never could be executed",validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,38
findings-54,"After 10,000 minted NFTs `mintWithBudget` will stop working",validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,38
validation-1436,Tokens with Maturity Less Than 3 Days Can Be Nuked Leading to Loss of Funds,,lastTokenTransferredTimestamp is updated with block.timestamp in _beforeTokenTransfer,Unsatisfactory,,39
validation-1381,Unchecked Arithmetic Operations ,,Low QA using unchecked on assuredly zero chance of overflow,Unsatisfactory,,39
validation-1258,Role Assignment Ratio is incorrect,,Low QA on doc mismatch,Unsatisfactory,,39
validation-1147,`pause()` and `unpause()` functions not implemented in pausable contracts,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-1090,High Likelihood of Zero Performance Factor Due to Inconsistent Entropy Generation,findings-209,Uneven distribution,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L181,39
validation-1086,Forgers can be forged more than intended,validation-1375,Trivial change to stem yearly leak,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L87-L90,39
validation-1012,Many contracts cannot be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-937,Dev Cannot Claim Income if DevFund Contract is Paused,,Intended design on the dev function,Unsatisfactory,,39
validation-900,`pause/unpause` functionalities not implemented in many pausable contracts,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-793,Contracts cannot `be paused!`,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-717,taxcut in NukeFund contract can be set to 1 so that entire amount goes to developer instead of nuke (fund),,Owner is trusted,Unsatisfactory,,39
validation-658,mintWithBudget function results in DoS after 10000 treshhold tokenIds,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,39
validation-651,Forging can cause entire generation to have no golden god,validation-651,Possibly 0 golden gods in a generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L206-L216,39
validation-588,Forger entities are allowed to forge 1 additional time,validation-1375,Trivial change to stem yearly leak,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L87-L90,39
validation-533,Random Slots are easily predictable,,Low QA on unneededly expensive VRF,Unsatisfactory,,39
validation-525,Hidden division before multiplication will cause rounding issues,validation-471,Likely significant precision deviation entailed,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/NukeFund/NukeFund.sol#L118-L133,39
validation-416,forgePotential in EntropyGenerator.deriveTokenParameters is calculated wrongly,validation-295,Logic discrepancy cross contract,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L153,39
validation-415,nukeFactor is wrongly calculated in EntropyGenerator.deriveTokenParameters.,validation-170,Could round to 0 e.g. when entropy is 999999,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L152,39
validation-306,A chain re-org would make a forger forge the wrong NFT and could even lose funds due to this,,Low QA frequently reported by bots in the past,Unsatisfactory,,39
validation-271, function mintWithBudget will revert after the 1st generation.,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,39
validation-205,Users can predict their entropy,,Low QA on unneededly expensive VRF,Unsatisfactory,,39
validation-192,Wrong mathematical expression makes overflow when initializing values in EntropyGenerator,findings-209,Uneven distribution,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L181,39
validation-105,Lack of `Pause/Unpause` functionalities in many pausable contracts ,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-48,Non-functional pause function,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-24,The contract cannot be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-9,No maximum generation check for mintToken and mintWithBudget functions ,validation-929,newGeneration <= maxGeneration could have in _incrementGeneration() too instead of being limited to forge(),Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L350,39
validation-6,`pause/unpause` functionality isn't implemented.,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,39
validation-1468,Malicious Manipulation of `maxAllowedClaimDivisor` & `nukeFactorMaxParam` can drain all the Nuke funds - (Potential for Rug-Pull),,Owner is trusted,Unsatisfactory,,40
validation-1307,[H-03] Entropy Of Every Entity Can Be Predicted,,Low QA on unneededly expensive VRF,Unsatisfactory,,40
validation-1298,Division before multiplication in `NukeFund:calculateAge` leading to loss of some rewards.,validation-471,Likely significant precision deviation entailed,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/NukeFund/NukeFund.sol#L118-L133,40
validation-1032,Repeatable Identical Entity Creation Through Forging,validation-477,Known issue but undisclosed on readme,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L153-L179,40
validation-993,Duplicated NFT within the same generation from Identical Parent IDs,validation-477,Known issue but undisclosed on readme,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L153-L179,40
validation-710,A User Could Avoid Minting Bad `Entropy` Via Reverting in `Refunding`,,Low QA frequently reported by bots in the past,Unsatisfactory,,40
validation-499,_incrementGeneration() resets generationMintcount to 0 even if the gen already has forged entities in it,validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,40
validation-486,[H-3] Incomplete Implementation of Pausable Contract Prevents Protocol from Being Paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,40
validation-402,Potential Denial of Service in EntityTrading Contract,,Low QA on uninitialized variable,Unsatisfactory,,40
validation-360,`TraitForgeNft::_incrementGeneration()` reverts due to  permission mismatch,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,40
validation-348,"After the 1st generation, every generation’s(2 to 10) generationMintCounts will be greater than  maxTokensPerGen.",validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,40
validation-313,Entropy can be 0 and create,findings-209,Uneven distribution,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L181,40
validation-288,`generationMintCounts` mapping should start from the amount of the forging NFTs and not 0 ,validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,40
validation-253,Missing access control in an internal function,,Inheritances will be separately independent among the two,Unsatisfactory,,40
validation-223,User may loses ETH when executes forgeWithListed,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,40
validation-218,mintWithBudget doesn't work with next generation.,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,40
validation-198,Users are not incentivized to mint last tokens of any of the generations,validation-1379,The unlucky generation transition price,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L190,40
validation-184,Incorrect check against golden entropy value in the first two batches,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,40
findings-28,"EntropyGenerator::initializeAlphaIndices() implements a wrong modifier, bricking the whole project",validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,40
validation-1434,Users cant mint tokens when the value of tokenId reaches maxTokensPerGen,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,41
validation-1292,A player's hold time is reset to zero when placing and cancelling a listing for sale ,,Intended design,Unsatisfactory,,41
validation-1088,Initialization Vulnerability,,Low QA on uninitialized variable,Unsatisfactory,,41
validation-1069,Unnecessary and Always False Condition Check in Entropy Generation,,Low QA on risky gas optimization,Unsatisfactory,,41
validation-1038,`TraitForgeNft#mintWithBudget` will be DoS after the first generation,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,41
validation-983,`DevFund::claim()` does not follow CEI,,claim() is nonReentrant,Unsatisfactory,,41
validation-965,Unforeseen Transaction Disruption via Malicious `forgerOwner` or `listing.seller` Contracts,,Low QA frequently reported by bots in the past,Unsatisfactory,,41
validation-947,Missing pause and unpause Functions in Contract inheriting from Pausable,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,41
validation-541,Potential for Multiple 'Golden God' Assignments,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,41
validation-470,Miss-configuration,,Insufficient proof,Unsatisfactory,,41
validation-441,Return variables forgePotential and nukeFactor are wrongly calculated in EntropyGenerator::deriveTokenParameters() function,validation-170,Could round to 0 e.g. when entropy is 999999. This report has a second issue to be deduped to #295,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L152,41
validation-213,TraitForgeNft cannot properly controll the airdrop contract,validation-1048,Inadequate control over AirDrop.sol ,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L297,41
validation-187,Missing Validation Check in writeEntropyBatch3 function,validation-154,More than 1 Golden God per generation (Partial credit for not discretely exposing the key issue),Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,41
validation-170,`deriveTokenParameters` calculates `nukeFactor` to be always 0,validation-170,Could round to 0 e.g. when entropy is 999999,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L152,41
validation-149,Forging a new token will always be DoSed in cases where 9999 tokens have already been minted for the current generation,,generationMintCounts starts from 0,Unsatisfactory,,41
validation-131,owner can cause NukeFund::nuke function to always revert and eventually rug pull all the funds ,,Owner is trusted,Unsatisfactory,,41
findings-99,Contracts do not implement pause/unpause(),validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,41
findings-66,The NFT with forgePotential not equal to 0 will get one additional forge opportunity than expected.,validation-1375,Trivial change to stem yearly leak,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L87-L90,41
validation-1435,"`EntropyGenerator::initializeAlphaIndices` has a wrong `onlyOwner` modifier, which cause severe DoS",validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,42
validation-1395,Owner has to set `nukeAddress` and `ageMultiplier`,,Low QA on owner negligence initializing key variables,Unsatisfactory,,42
validation-1377,Rounding Down happens in `calculateAge` function,validation-471,Likely significant precision deviation entailed,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/NukeFund/NukeFund.sol#L118-L133,42
validation-1269,The `nukeFactor` calculation in the `EntropyGenerator.deriveTokenParameters` function is errorneous,validation-170,Could round to 0 e.g. when entropy is 999999,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L152,42
validation-1245,Wrong reset of `generationMintCounts` mappings in `_incrementGeneration` function ,validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,42
validation-1099,Inconsistent Range for performanceFactor,validation-458,Could be intended for performanceFactor of 0 won’t age at all,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L126,42
validation-1094, Incorrect Role Assignment Ratio,,Low QA on doc mismatch,Unsatisfactory,,42
validation-1075,Wrong Access Control Modifier Used On Entropy:`initializeAlphaIndices()` Eventually Leads To Mint DOS,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,42
validation-1009,Contracts cannot be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,42
validation-954,The `claim` function in `DevFund.sol` drains all contract funds on each execution.,,Incorrect assumptions,Unsatisfactory,,42
